id,cuisine
15367,indian
30562,greek
47151,moroccan
47300,chinese
31200,mexican
5749,southern_us
41807,greek
13990,southern_us
23572,greek
872,indian
38085,indian
5248,chinese
26309,indian
26880,mexican
41559,indian
8059,southern_us
26041,indian
30019,indian
7207,indian
30309,indian
2092,southern_us
8023,chinese
4016,greek
24631,italian
35068,indian
8523,spanish
28463,spanish
8629,spanish
43829,indian
22129,greek
34505,indian
38200,indian
36513,chinese
32187,greek
7788,southern_us
31130,filipino
40483,italian
2224,southern_us
14143,chinese
22889,indian
17406,chinese
10451,filipino
19844,southern_us
23416,greek
33874,italian
39951,italian
41361,mexican
44659,spanish
8836,southern_us
21709,indian
22993,indian
39191,southern_us
17182,mexican
20507,korean
42397,indian
18897,spanish
3797,indian
11041,brazilian
807,filipino
3514,southern_us
12936,korean
15050,indian
43377,southern_us
10471,italian
30721,mexican
14333,indian
6260,chinese
7712,indian
19048,italian
21455,mexican
18575,cajun_creole
47647,southern_us
35947,mexican
14499,italian
43525,mexican
5723,greek
48497,greek
43822,mexican
525,southern_us
30594,southern_us
47948,southern_us
2099,indian
43863,mexican
24711,chinese
15230,indian
21680,indian
36218,mexican
41622,southern_us
34809,italian
5110,indian
27214,indian
34803,southern_us
36822,indian
6912,chinese
20373,southern_us
29157,italian
6327,indian
35502,indian
8305,southern_us
35598,french
48538,indian
49358,indian
44506,mexican
39146,indian
29270,greek
20560,indian
24169,indian
41537,greek
10431,italian
31517,southern_us
34049,southern_us
26964,indian
49655,greek
9101,indian
30377,italian
7046,indian
47969,mexican
18971,italian
38891,southern_us
29506,mexican
40305,cajun_creole
21255,italian
15578,mexican
24894,indian
32089,filipino
46097,filipino
40982,french
12543,indian
38366,southern_us
32925,greek
17506,chinese
48389,british
41804,southern_us
9961,chinese
24939,indian
39599,greek
45838,mexican
48875,indian
25531,chinese
3009,indian
31965,southern_us
16901,greek
13370,southern_us
2954,chinese
40353,italian
8207,indian
10933,chinese
38206,indian
14110,indian
19128,italian
32616,indian
27748,mexican
31858,southern_us
20510,mexican
17602,vietnamese
35665,japanese
46589,indian
8178,mexican
34880,indian
42527,mexican
29682,southern_us
32166,indian
30343,southern_us
15385,cajun_creole
18372,chinese
29211,mexican
23269,indian
4561,indian
27365,italian
49032,chinese
22064,greek
12060,indian
47834,southern_us
25815,southern_us
34036,mexican
19326,italian
44078,thai
31090,indian
17485,mexican
708,indian
5350,indian
29754,indian
18309,italian
46871,indian
27300,southern_us
41890,mexican
49548,southern_us
11392,spanish
1354,indian
48819,southern_us
19097,indian
42113,greek
24060,indian
25849,southern_us
4543,southern_us
25306,indian
41966,southern_us
48719,indian
48191,indian
8826,southern_us
42703,mexican
16083,greek
26613,indian
28088,southern_us
39965,indian
36239,indian
4322,spanish
9951,french
3045,indian
28585,indian
39841,italian
25913,mexican
39715,chinese
23135,southern_us
47022,indian
24160,indian
18619,italian
12574,chinese
22681,indian
33692,southern_us
538,mexican
22118,italian
21890,indian
36340,southern_us
27973,indian
12870,mexican
22564,southern_us
35063,southern_us
7000,indian
11318,indian
47001,italian
11395,chinese
23507,indian
47242,italian
48957,greek
17721,greek
25138,indian
47438,greek
47162,southern_us
42459,greek
6486,southern_us
24116,indian
31596,chinese
38887,filipino
10665,indian
13712,southern_us
2633,chinese
35784,southern_us
45204,french
46722,southern_us
34949,southern_us
35321,chinese
46430,southern_us
34431,southern_us
30890,indian
42132,southern_us
15702,thai
47719,southern_us
45160,italian
20600,italian
10800,greek
30479,indian
9457,southern_us
26571,thai
42942,southern_us
36635,mexican
43617,chinese
16911,mexican
122,mexican
22340,indian
37007,southern_us
23595,italian
25233,southern_us
5503,chinese
47338,thai
44695,chinese
7141,southern_us
14564,indian
19655,indian
35326,indian
35922,indian
28171,indian
1322,indian
14923,southern_us
42344,italian
16380,mexican
15233,indian
8338,filipino
41014,indian
30440,mexican
23043,chinese
20788,southern_us
14375,southern_us
1184,indian
34280,british
46171,southern_us
31834,indian
14759,indian
15855,italian
6662,italian
15056,indian
34873,indian
20089,southern_us
20015,indian
18402,italian
6418,southern_us
1454,chinese
14070,chinese
26424,japanese
27349,indian
26459,filipino
13151,southern_us
12264,italian
18366,italian
46851,southern_us
18954,italian
39858,indian
43500,british
21656,greek
10505,southern_us
5313,indian
28951,japanese
19961,indian
1795,indian
9917,southern_us
26180,mexican
9726,greek
47689,southern_us
7866,mexican
41625,mexican
35160,indian
4430,southern_us
39082,southern_us
46186,indian
11988,indian
24177,vietnamese
31849,greek
41194,spanish
36968,mexican
42330,southern_us
36791,indian
19704,greek
4933,italian
4255,mexican
37105,greek
35848,southern_us
17416,southern_us
39066,southern_us
36270,southern_us
24406,jamaican
20517,spanish
27630,southern_us
19670,southern_us
4685,italian
45260,italian
378,chinese
40841,southern_us
27632,chinese
12193,mexican
38047,southern_us
10170,italian
25043,chinese
23851,greek
14743,filipino
13294,southern_us
26466,mexican
32002,italian
37526,southern_us
8888,southern_us
38945,indian
38546,indian
38869,indian
10556,southern_us
3296,italian
25977,mexican
32025,mexican
44087,italian
32762,mexican
824,indian
44636,italian
542,indian
38218,french
41930,indian
1987,greek
37378,southern_us
8873,italian
1513,southern_us
44013,indian
38042,indian
11576,indian
24510,italian
823,southern_us
23443,indian
34870,indian
3846,southern_us
14993,southern_us
16854,mexican
5886,southern_us
33793,southern_us
2999,greek
20843,italian
29153,mexican
33790,greek
16516,southern_us
37887,italian
18466,indian
48033,spanish
45404,greek
4175,southern_us
31986,italian
38555,indian
26832,indian
19810,southern_us
49086,spanish
39579,southern_us
25551,indian
42549,indian
22052,mexican
45632,greek
4143,mexican
11310,greek
32839,japanese
48171,chinese
22896,southern_us
10878,greek
31643,mexican
47624,southern_us
35141,indian
13498,indian
24566,southern_us
16533,southern_us
15437,mexican
19426,greek
32416,indian
2427,italian
9178,southern_us
40606,spanish
28450,chinese
7946,italian
21756,indian
17843,indian
44066,italian
7427,chinese
11297,russian
42965,greek
23067,italian
35066,indian
27938,greek
39075,indian
20200,indian
19823,italian
12336,chinese
34714,southern_us
45388,italian
25639,greek
33985,indian
25524,indian
19641,chinese
11106,mexican
22165,greek
35412,greek
23475,chinese
1570,spanish
12815,southern_us
37253,southern_us
16900,italian
7701,british
49391,indian
1132,southern_us
13051,southern_us
2284,chinese
21410,southern_us
25604,greek
45746,thai
35911,southern_us
26608,chinese
16991,southern_us
40657,mexican
47960,indian
38408,southern_us
1295,italian
40139,indian
38538,indian
26420,spanish
10326,indian
5181,mexican
18210,indian
3241,southern_us
27062,cajun_creole
41527,indian
45484,indian
38755,southern_us
47246,greek
164,greek
723,indian
299,indian
1519,southern_us
34077,filipino
45254,indian
34760,mexican
11154,thai
26274,italian
15081,indian
45100,italian
1417,greek
32083,indian
29971,mexican
17679,southern_us
36539,indian
34975,southern_us
4633,mexican
10321,mexican
35565,greek
26919,chinese
9549,italian
31863,southern_us
22053,greek
19443,indian
18540,greek
23354,greek
13859,southern_us
23904,italian
6675,italian
18595,indian
12967,italian
17283,southern_us
23211,mexican
14358,indian
31398,indian
42650,italian
25258,indian
18457,vietnamese
11810,indian
9499,southern_us
11943,indian
6810,chinese
34323,southern_us
23296,filipino
45927,greek
45196,southern_us
19917,japanese
20210,greek
41629,chinese
39907,italian
4956,mexican
37058,indian
20859,indian
3315,southern_us
4401,spanish
21361,italian
44164,italian
26391,indian
47771,italian
44140,greek
43739,indian
12481,southern_us
12292,thai
15965,indian
23409,indian
39005,indian
2774,indian
14529,chinese
16926,spanish
26890,italian
9663,italian
43052,chinese
24193,greek
5476,southern_us
10048,greek
1981,mexican
12194,chinese
22202,greek
7626,indian
37365,indian
44144,indian
37723,indian
47194,indian
30827,greek
33108,indian
2075,southern_us
6326,italian
11083,mexican
30311,chinese
45371,spanish
18232,french
9768,chinese
6648,southern_us
35650,italian
23013,italian
6669,mexican
42670,indian
18155,southern_us
44622,chinese
28426,mexican
23743,southern_us
14176,indian
9576,italian
36577,southern_us
16671,italian
22964,indian
16424,italian
47225,indian
17565,italian
36401,filipino
30314,spanish
32982,indian
21866,french
1475,mexican
13053,indian
33983,greek
24051,southern_us
22800,jamaican
16561,chinese
2740,southern_us
219,spanish
48737,indian
2164,indian
13579,greek
71,southern_us
12420,mexican
35209,southern_us
11472,indian
43172,chinese
24927,indian
37102,greek
10743,greek
27874,indian
9565,italian
21419,italian
767,indian
28308,italian
37605,greek
9558,southern_us
31527,indian
2419,filipino
7541,chinese
11400,greek
23487,mexican
8087,indian
21906,spanish
48830,mexican
37328,southern_us
45490,italian
9710,greek
16153,southern_us
39537,indian
13923,indian
8120,southern_us
12923,southern_us
1556,indian
6871,greek
34201,indian
36146,indian
33170,indian
20082,indian
26517,indian
15214,southern_us
34092,southern_us
40902,southern_us
44452,moroccan
2083,greek
44897,southern_us
17850,french
26693,greek
19618,indian
35589,indian
46084,cajun_creole
17256,southern_us
47570,indian
32796,indian
27047,indian
39487,greek
130,thai
17627,southern_us
29072,southern_us
1108,southern_us
22666,southern_us
41630,southern_us
27289,spanish
42299,southern_us
36078,indian
7098,indian
46999,indian
28791,chinese
39576,spanish
2447,southern_us
22449,indian
23828,southern_us
5660,greek
47460,italian
17912,southern_us
12288,southern_us
44037,indian
20875,spanish
6500,indian
13813,mexican
4907,indian
38186,southern_us
9816,southern_us
8170,indian
21681,indian
42384,italian
35366,indian
34244,indian
35421,jamaican
33457,mexican
28026,southern_us
38122,indian
21362,italian
42253,southern_us
21994,italian
34457,filipino
40229,mexican
10181,indian
38257,southern_us
40992,southern_us
15617,italian
34754,thai
45459,italian
31295,southern_us
44977,indian
18322,chinese
23257,southern_us
10084,indian
16445,indian
10594,chinese
26828,greek
47643,chinese
49680,chinese
27446,italian
8731,indian
37341,indian
42241,japanese
13669,italian
21403,southern_us
688,mexican
23894,indian
35753,southern_us
44692,greek
235,southern_us
20982,mexican
10166,mexican
2187,indian
5022,southern_us
49037,italian
44478,italian
8912,indian
8919,greek
23856,southern_us
14647,mexican
48870,filipino
14377,mexican
18548,southern_us
39591,southern_us
46746,italian
31926,greek
10159,indian
11342,chinese
32421,southern_us
19969,italian
3029,southern_us
39565,indian
7426,southern_us
20624,greek
4385,french
18761,italian
46710,indian
46241,southern_us
14208,indian
29323,southern_us
40663,italian
32391,southern_us
9506,southern_us
35402,southern_us
48796,italian
4657,chinese
2404,indian
36923,indian
41762,greek
19344,chinese
19876,italian
39452,southern_us
19209,indian
35461,indian
5784,southern_us
40345,mexican
24765,italian
25563,southern_us
40680,southern_us
36932,southern_us
28106,mexican
12717,mexican
40100,greek
6960,indian
20724,indian
24433,italian
32118,chinese
22353,italian
23040,southern_us
46246,southern_us
36642,indian
21579,southern_us
24073,southern_us
16775,thai
24732,indian
24221,italian
33300,italian
34971,thai
19777,greek
24337,southern_us
24709,chinese
28557,italian
8963,indian
31515,mexican
22575,filipino
11011,italian
42030,italian
48012,chinese
13623,filipino
49552,italian
5702,chinese
3847,greek
34221,greek
4312,indian
35834,indian
11849,greek
38290,indian
3064,southern_us
30099,indian
37354,spanish
27877,italian
45642,indian
10629,indian
17557,southern_us
3725,mexican
49507,italian
5560,indian
42239,indian
29559,chinese
46028,greek
26523,mexican
28313,mexican
32502,indian
43610,indian
35563,greek
22160,indian
11258,mexican
36220,southern_us
15974,filipino
30449,indian
29676,indian
29951,chinese
2268,southern_us
36813,italian
28096,southern_us
40471,italian
6545,southern_us
33598,indian
22338,indian
41918,indian
2133,italian
42259,chinese
11056,mexican
7034,southern_us
17040,indian
35238,indian
46155,italian
23356,italian
3909,indian
22107,mexican
1656,southern_us
9302,indian
19473,greek
13566,indian
23424,italian
4139,indian
15970,southern_us
47732,southern_us
37251,indian
44870,mexican
9773,southern_us
2131,southern_us
6381,spanish
9613,greek
47364,chinese
34376,italian
26408,indian
4763,indian
18982,mexican
2766,southern_us
19247,italian
13462,french
19678,greek
22814,indian
18582,cajun_creole
3124,indian
19347,indian
8812,southern_us
22037,italian
15423,southern_us
35960,southern_us
49336,indian
1255,mexican
17646,greek
20631,southern_us
19492,southern_us
22895,indian
18607,indian
34569,chinese
48356,italian
12252,southern_us
21071,greek
22458,indian
19585,italian
15597,greek
15038,indian
20028,mexican
29764,mexican
17206,southern_us
40901,italian
37954,mexican
16933,chinese
42657,indian
21846,chinese
33834,southern_us
25873,southern_us
5938,greek
34762,greek
39835,southern_us
5805,indian
13914,chinese
45924,indian
41460,italian
37287,southern_us
25059,italian
34872,mexican
7524,chinese
10427,indian
8014,southern_us
14740,indian
24329,filipino
38514,thai
12665,chinese
24655,italian
7078,filipino
15995,greek
15861,southern_us
30662,southern_us
17836,indian
2078,indian
3600,filipino
46302,indian
28375,southern_us
34839,thai
18345,indian
23205,italian
34763,italian
26692,southern_us
10317,vietnamese
11767,indian
36881,indian
33468,chinese
20669,southern_us
18159,southern_us
22891,italian
39588,greek
35941,japanese
15981,southern_us
26013,chinese
5076,chinese
1573,italian
39380,southern_us
13845,southern_us
35146,indian
32924,indian
9567,greek
35203,southern_us
39666,greek
17786,vietnamese
21936,italian
8668,chinese
41339,indian
32268,southern_us
29706,southern_us
42032,mexican
8105,southern_us
11218,indian
7159,indian
47817,indian
1572,indian
38720,cajun_creole
14780,mexican
31839,indian
6501,mexican
39533,southern_us
22820,southern_us
9619,southern_us
14025,indian
19697,greek
5370,southern_us
32639,indian
15249,southern_us
47776,moroccan
48134,brazilian
24141,indian
4117,chinese
20578,indian
47585,indian
20326,brazilian
43932,indian
29704,chinese
12447,greek
38117,chinese
2684,greek
25371,southern_us
25518,greek
27083,southern_us
16073,indian
45667,italian
44188,indian
44888,southern_us
41594,italian
1061,filipino
6536,spanish
31586,indian
9792,indian
40395,chinese
24861,greek
32253,indian
31082,french
19298,southern_us
6600,japanese
46939,southern_us
6092,southern_us
36600,spanish
45979,southern_us
46910,southern_us
14174,southern_us
10609,southern_us
28647,greek
19066,indian
16803,indian
49114,indian
14664,indian
39670,indian
4583,indian
31121,italian
12589,southern_us
22551,indian
11817,southern_us
22003,indian
42091,french
45966,southern_us
6811,southern_us
2711,italian
44757,indian
5349,southern_us
30294,indian
48944,indian
44048,southern_us
411,indian
44998,chinese
18078,indian
48533,southern_us
16485,vietnamese
32939,indian
11808,southern_us
23059,filipino
16466,southern_us
7315,indian
13178,indian
2751,indian
41395,mexican
20534,southern_us
12111,british
38708,french
37481,spanish
28048,jamaican
13123,southern_us
2174,indian
17190,southern_us
25756,mexican
38180,indian
26892,greek
23757,japanese
8553,greek
36272,indian
35224,indian
5203,indian
23565,indian
31420,greek
43491,chinese
38773,southern_us
15223,indian
17763,southern_us
24528,italian
21704,southern_us
45329,italian
48876,jamaican
3741,southern_us
47710,italian
9182,indian
13782,southern_us
3369,korean
11985,indian
39817,indian
26869,indian
37461,indian
24217,spanish
2474,indian
45929,italian
12768,indian
924,indian
13258,indian
7955,indian
37056,southern_us
17934,southern_us
5843,indian
46881,italian
4049,mexican
24173,southern_us
4683,italian
32612,italian
11314,southern_us
13550,mexican
2483,indian
9573,greek
34113,indian
37865,filipino
36951,brazilian
4703,indian
10734,indian
40444,southern_us
44334,southern_us
35991,greek
34020,southern_us
3743,chinese
18305,chinese
7877,italian
10606,indian
30584,southern_us
9266,indian
35196,italian
41070,mexican
25930,indian
48564,southern_us
14213,thai
6618,southern_us
18479,southern_us
10279,indian
30750,southern_us
45701,italian
22947,chinese
6467,indian
16365,indian
7184,indian
23270,southern_us
41805,southern_us
7537,indian
18616,chinese
42857,indian
37906,irish
16846,indian
573,southern_us
26657,indian
12408,southern_us
38232,southern_us
33447,greek
40227,southern_us
35760,greek
1385,greek
47866,italian
30871,indian
22604,filipino
39397,greek
38782,jamaican
45343,italian
26112,indian
10209,italian
31702,indian
37943,indian
23471,indian
3529,mexican
46794,italian
16626,southern_us
32361,indian
20932,cajun_creole
11183,indian
33661,greek
12681,mexican
2450,spanish
23979,southern_us
18465,italian
28234,greek
47449,italian
33869,indian
4924,mexican
18862,indian
30556,indian
35762,southern_us
7396,indian
21232,southern_us
18299,indian
35468,jamaican
42838,southern_us
33972,southern_us
46021,italian
1627,indian
28873,greek
38927,mexican
25262,filipino
19152,greek
11061,southern_us
27000,mexican
37396,chinese
47358,mexican
47825,italian
24681,southern_us
37706,mexican
44056,southern_us
38298,italian
30788,indian
36144,italian
21792,southern_us
31745,mexican
15104,southern_us
30589,indian
14235,indian
2608,southern_us
34828,southern_us
3282,greek
4336,indian
25666,indian
17831,indian
17008,southern_us
35845,southern_us
19494,southern_us
30797,indian
33763,mexican
19950,southern_us
23089,southern_us
32074,chinese
49640,indian
8403,chinese
15879,southern_us
7949,southern_us
31483,indian
32928,thai
27647,southern_us
34616,southern_us
21113,southern_us
41599,southern_us
23924,chinese
36335,italian
36194,filipino
10980,mexican
45999,southern_us
3943,indian
188,southern_us
5799,indian
20964,southern_us
2716,greek
5464,italian
17640,greek
39437,spanish
14835,indian
3094,spanish
14826,spanish
30173,southern_us
37811,italian
22363,korean
6369,southern_us
26850,southern_us
48887,italian
44405,indian
21477,southern_us
32697,indian
38843,italian
20076,indian
26429,mexican
35648,filipino
41794,southern_us
22100,greek
30216,southern_us
17656,filipino
17317,greek
4928,greek
43965,italian
6404,indian
12274,chinese
6651,southern_us
40406,italian
40933,british
23419,mexican
37867,indian
28834,greek
23912,indian
4791,mexican
36354,japanese
32298,southern_us
44577,japanese
48859,indian
32485,indian
8394,spanish
7708,italian
38385,indian
22622,chinese
29716,indian
44462,southern_us
9422,southern_us
22499,mexican
36,italian
434,greek
5479,southern_us
42420,indian
47346,indian
44568,indian
38650,greek
19191,greek
22848,indian
17886,mexican
6036,southern_us
38608,southern_us
12890,chinese
15709,indian
13125,southern_us
48454,italian
36627,southern_us
47884,southern_us
28,indian
45365,italian
40795,southern_us
17651,indian
1530,indian
17604,chinese
4700,mexican
24972,indian
23525,southern_us
7092,greek
43757,mexican
4808,indian
7249,southern_us
27589,indian
47523,indian
44244,italian
10383,chinese
37285,southern_us
21332,indian
7311,greek
28052,southern_us
31653,italian
1740,greek
5484,southern_us
41406,mexican
41907,southern_us
46515,mexican
38392,greek
15925,japanese
5094,greek
31816,italian
35713,indian
31296,southern_us
41640,italian
22419,indian
47874,southern_us
6570,italian
6936,southern_us
34063,southern_us
34141,italian
44572,southern_us
28425,southern_us
38481,mexican
18955,greek
46466,italian
5692,southern_us
39836,mexican
33718,greek
36250,indian
286,indian
29766,italian
20541,southern_us
31173,indian
46440,indian
23905,french
37232,indian
8517,southern_us
21249,southern_us
32700,southern_us
22845,italian
45461,greek
1307,indian
30010,indian
21646,southern_us
28148,greek
26450,indian
16602,mexican
9928,southern_us
27063,southern_us
22273,southern_us
12744,indian
28272,italian
30350,indian
23362,southern_us
13645,greek
16942,southern_us
34970,italian
27829,indian
38058,mexican
13256,thai
31859,italian
43027,southern_us
22235,chinese
2933,southern_us
45981,italian
11460,southern_us
33770,southern_us
24399,greek
8006,greek
48885,indian
42585,southern_us
40160,mexican
45541,indian
22410,mexican
26226,indian
4591,indian
5457,spanish
39085,italian
24040,mexican
6576,italian
34310,southern_us
27350,southern_us
9968,indian
2464,greek
27952,chinese
43388,mexican
33143,spanish
28083,indian
15927,mexican
10255,southern_us
8011,italian
5195,chinese
36015,indian
40910,southern_us
11309,indian
47556,southern_us
27958,filipino
27198,southern_us
643,french
40853,indian
15815,japanese
2063,french
19827,indian
33443,italian
44632,chinese
26773,italian
3203,italian
32873,southern_us
24806,thai
45942,spanish
1324,southern_us
32526,japanese
48093,indian
48942,southern_us
8845,italian
11546,greek
44358,indian
3209,italian
10553,italian
44430,italian
44712,italian
16351,indian
44644,greek
31670,indian
49147,southern_us
19750,brazilian
48121,indian
22722,italian
9910,indian
14236,spanish
48341,southern_us
23190,indian
20362,mexican
44794,southern_us
39419,greek
13526,italian
42270,indian
37208,southern_us
33824,greek
29953,italian
16387,filipino
37672,southern_us
1868,greek
24984,chinese
47128,spanish
44303,indian
20318,mexican
7513,southern_us
13261,indian
19259,indian
31103,southern_us
24037,italian
29984,southern_us
28159,southern_us
5318,indian
23962,mexican
2084,greek
41793,british
18960,italian
17025,indian
15510,indian
36832,japanese
20643,southern_us
4154,southern_us
10510,chinese
45117,southern_us
43403,italian
42471,southern_us
6942,italian
33309,southern_us
6689,southern_us
48687,italian
9880,greek
25590,greek
21842,indian
27151,indian
565,japanese
21740,indian
42399,italian
35928,greek
47060,indian
43147,indian
16625,greek
16769,indian
12515,indian
14731,southern_us
11658,indian
49467,vietnamese
19749,cajun_creole
39723,chinese
5722,italian
31967,southern_us
39857,indian
16534,italian
27334,southern_us
32215,southern_us
34903,greek
24990,southern_us
31307,indian
38874,italian
24130,italian
27816,chinese
939,chinese
38293,southern_us
7889,cajun_creole
22114,southern_us
24614,chinese
48827,indian
3387,southern_us
41676,southern_us
3152,mexican
38805,southern_us
27078,indian
34940,southern_us
16855,chinese
41891,southern_us
36715,indian
49455,mexican
26522,spanish
28420,greek
329,italian
18986,mexican
31705,italian
7402,greek
10212,indian
10640,chinese
38014,indian
5172,greek
26986,indian
5088,filipino
24522,greek
1900,italian
4801,southern_us
27932,chinese
30941,italian
42354,southern_us
48854,indian
39058,italian
34294,southern_us
46593,southern_us
22582,spanish
36937,thai
34596,greek
42570,british
10147,spanish
44796,indian
46819,indian
30905,southern_us
34980,italian
49265,southern_us
37563,southern_us
25673,mexican
14267,southern_us
32410,southern_us
26392,indian
27384,italian
43045,indian
22576,mexican
11597,indian
22656,french
47811,indian
7925,italian
14860,indian
27525,chinese
7798,southern_us
10848,southern_us
19062,indian
32224,southern_us
11529,mexican
12155,indian
30628,indian
21909,thai
14291,indian
3323,southern_us
6502,indian
25833,southern_us
31108,southern_us
47484,southern_us
