"id","cuisine"
48560,"filipino"
20810,"southern_us"
34951,"italian"
31850,"filipino"
47745,"southern_us"
37815,"chinese"
9872,"italian"
5592,"japanese"
27411,"chinese"
39320,"southern_us"
40247,"southern_us"
19792,"italian"
40754,"southern_us"
14365,"jamaican"
14468,"southern_us"
47563,"southern_us"
19611,"italian"
7163,"mexican"
43069,"mexican"
27505,"filipino"
36500,"thai"
25932,"southern_us"
817,"italian"
8471,"italian"
48250,"southern_us"
9413,"southern_us"
12097,"southern_us"
8416,"southern_us"
5892,"greek"
676,"southern_us"
47015,"greek"
21891,"greek"
14630,"greek"
36195,"japanese"
25981,"southern_us"
39964,"japanese"
28298,"southern_us"
31954,"italian"
26620,"southern_us"
14932,"southern_us"
47426,"jamaican"
1038,"greek"
8077,"japanese"
37141,"southern_us"
45447,"british"
9624,"southern_us"
45589,"southern_us"
7265,"greek"
31844,"southern_us"
13046,"greek"
9867,"southern_us"
29184,"greek"
34783,"spanish"
2823,"chinese"
18932,"mexican"
11112,"southern_us"
12859,"indian"
9365,"greek"
44516,"southern_us"
18193,"indian"
46545,"greek"
9900,"cajun_creole"
14815,"indian"
39690,"southern_us"
22193,"southern_us"
11739,"southern_us"
27311,"greek"
36920,"indian"
7861,"japanese"
29248,"indian"
43142,"mexican"
7574,"southern_us"
8610,"southern_us"
989,"italian"
46926,"mexican"
40816,"greek"
39726,"vietnamese"
42229,"southern_us"
10474,"greek"
22140,"southern_us"
31985,"indian"
46165,"chinese"
20860,"greek"
42494,"italian"
15968,"southern_us"
20484,"filipino"
26661,"brazilian"
47182,"southern_us"
22528,"southern_us"
3861,"indian"
1203,"indian"
45040,"southern_us"
33287,"indian"
10097,"southern_us"
42005,"southern_us"
12423,"italian"
39613,"japanese"
30276,"japanese"
18686,"spanish"
3031,"southern_us"
40093,"italian"
182,"southern_us"
46591,"southern_us"
4092,"chinese"
13722,"southern_us"
44575,"greek"
14989,"italian"
13270,"greek"
25529,"italian"
12140,"indian"
23127,"mexican"
13523,"southern_us"
41270,"italian"
8362,"thai"
11735,"southern_us"
27935,"italian"
28198,"mexican"
37765,"southern_us"
33856,"greek"
30198,"greek"
42521,"spanish"
21567,"southern_us"
36995,"southern_us"
24967,"indian"
45002,"southern_us"
48925,"southern_us"
36914,"indian"
2280,"japanese"
14729,"southern_us"
4594,"greek"
2237,"japanese"
45631,"moroccan"
2317,"jamaican"
23079,"greek"
29333,"japanese"
48066,"southern_us"
15737,"greek"
30580,"southern_us"
1119,"filipino"
46336,"moroccan"
5026,"italian"
10749,"southern_us"
31020,"mexican"
30805,"indian"
27653,"italian"
35060,"southern_us"
39174,"japanese"
49509,"southern_us"
31784,"spanish"
31408,"spanish"
36029,"greek"
11045,"southern_us"
6561,"southern_us"
26992,"filipino"
31179,"southern_us"
35099,"southern_us"
11018,"italian"
17930,"mexican"
21302,"greek"
46352,"southern_us"
25132,"italian"
7010,"southern_us"
25850,"southern_us"
19601,"southern_us"
7935,"italian"
34994,"filipino"
25113,"italian"
45523,"southern_us"
34977,"southern_us"
7124,"southern_us"
27514,"greek"
27178,"southern_us"
47880,"korean"
29197,"southern_us"
16347,"southern_us"
20333,"southern_us"
29112,"chinese"
7510,"japanese"
13897,"vietnamese"
35699,"indian"
20520,"southern_us"
38920,"mexican"
21775,"southern_us"
37475,"chinese"
40131,"italian"
1939,"mexican"
48268,"mexican"
34815,"japanese"
13797,"southern_us"
39063,"chinese"
29064,"chinese"
26896,"greek"
29477,"italian"
3352,"irish"
4966,"mexican"
7316,"japanese"
23879,"mexican"
16525,"greek"
32843,"french"
39574,"japanese"
32737,"greek"
44788,"southern_us"
28772,"greek"
34189,"southern_us"
33719,"southern_us"
25846,"indian"
1423,"indian"
4328,"chinese"
579,"italian"
5219,"southern_us"
2314,"japanese"
31143,"moroccan"
13409,"mexican"
3281,"greek"
15804,"filipino"
40835,"southern_us"
39262,"chinese"
37013,"indian"
14807,"southern_us"
47956,"greek"
2580,"italian"
13720,"southern_us"
23008,"italian"
5951,"southern_us"
39312,"italian"
6176,"southern_us"
17617,"japanese"
57,"mexican"
43422,"indian"
49403,"southern_us"
44751,"greek"
21865,"greek"
26584,"mexican"
39355,"chinese"
14038,"southern_us"
45396,"mexican"
49715,"italian"
41515,"thai"
30445,"spanish"
4090,"southern_us"
17207,"thai"
40376,"indian"
19398,"southern_us"
22347,"chinese"
49671,"italian"
40854,"italian"
926,"chinese"
47919,"filipino"
20571,"italian"
18866,"southern_us"
48742,"mexican"
14577,"spanish"
29481,"southern_us"
40996,"italian"
34470,"indian"
31147,"italian"
35932,"southern_us"
27221,"southern_us"
48301,"japanese"
29925,"filipino"
48640,"chinese"
22873,"southern_us"
10565,"southern_us"
15509,"greek"
37569,"southern_us"
13306,"southern_us"
40474,"southern_us"
15182,"southern_us"
8609,"filipino"
32168,"korean"
1125,"mexican"
25244,"greek"
46889,"chinese"
13841,"thai"
47135,"greek"
29036,"indian"
43533,"japanese"
41631,"southern_us"
22124,"southern_us"
18836,"cajun_creole"
35695,"southern_us"
5141,"indian"
41894,"french"
4972,"italian"
34195,"chinese"
14183,"italian"
15188,"thai"
8734,"italian"
30946,"southern_us"
5588,"southern_us"
49554,"southern_us"
1270,"southern_us"
1259,"vietnamese"
45986,"greek"
22351,"southern_us"
300,"mexican"
9278,"southern_us"
10021,"southern_us"
17014,"indian"
40855,"southern_us"
18362,"southern_us"
16292,"filipino"
29924,"greek"
47174,"southern_us"
4856,"italian"
15417,"southern_us"
19875,"japanese"
42228,"southern_us"
36264,"southern_us"
14571,"greek"
23496,"italian"
43879,"mexican"
23431,"indian"
5499,"southern_us"
247,"southern_us"
48795,"indian"
47113,"greek"
489,"greek"
13036,"chinese"
4838,"italian"
40630,"indian"
17576,"italian"
29972,"indian"
8123,"indian"
35918,"mexican"
42669,"southern_us"
24632,"chinese"
35740,"mexican"
45670,"japanese"
28041,"southern_us"
46688,"mexican"
10309,"chinese"
15367,"indian"
30562,"greek"
47151,"moroccan"
47300,"chinese"
31200,"mexican"
5749,"southern_us"
41807,"greek"
13990,"southern_us"
23572,"greek"
872,"japanese"
38085,"filipino"
5248,"chinese"
26309,"indian"
26880,"mexican"
41559,"southern_us"
8059,"southern_us"
26041,"indian"
30019,"indian"
7207,"southern_us"
30309,"japanese"
2092,"southern_us"
8023,"chinese"
4016,"greek"
24631,"italian"
35068,"japanese"
8523,"spanish"
28463,"spanish"
8629,"spanish"
43829,"japanese"
22129,"greek"
34505,"indian"
38200,"southern_us"
36513,"chinese"
32187,"greek"
7788,"southern_us"
31130,"filipino"
40483,"italian"
2224,"southern_us"
14143,"chinese"
22889,"southern_us"
17406,"chinese"
10451,"filipino"
19844,"southern_us"
23416,"greek"
33874,"italian"
39951,"italian"
41361,"mexican"
44659,"greek"
8836,"southern_us"
21709,"indian"
22993,"filipino"
39191,"southern_us"
17182,"mexican"
20507,"korean"
42397,"greek"
18897,"spanish"
3797,"indian"
11041,"brazilian"
807,"chinese"
3514,"southern_us"
12936,"korean"
15050,"southern_us"
43377,"southern_us"
10471,"italian"
30721,"mexican"
14333,"indian"
6260,"chinese"
7712,"japanese"
19048,"italian"
21455,"mexican"
18575,"cajun_creole"
47647,"southern_us"
35947,"mexican"
14499,"italian"
43525,"mexican"
5723,"greek"
48497,"greek"
43822,"mexican"
525,"southern_us"
30594,"southern_us"
47948,"japanese"
2099,"japanese"
43863,"mexican"
24711,"chinese"
15230,"indian"
21680,"indian"
36218,"mexican"
41622,"southern_us"
34809,"italian"
5110,"greek"
27214,"greek"
34803,"southern_us"
36822,"greek"
6912,"chinese"
20373,"southern_us"
29157,"italian"
6327,"southern_us"
35502,"southern_us"
8305,"southern_us"
35598,"french"
48538,"southern_us"
49358,"indian"
44506,"mexican"
39146,"indian"
29270,"greek"
20560,"southern_us"
24169,"southern_us"
41537,"greek"
10431,"italian"
31517,"southern_us"
34049,"southern_us"
26964,"filipino"
49655,"greek"
9101,"greek"
30377,"italian"
7046,"indian"
47969,"mexican"
18971,"italian"
38891,"southern_us"
29506,"mexican"
40305,"cajun_creole"
21255,"italian"
15578,"mexican"
24894,"japanese"
32089,"filipino"
46097,"filipino"
40982,"french"
12543,"southern_us"
38366,"southern_us"
32925,"greek"
17506,"chinese"
48389,"british"
41804,"southern_us"
9961,"chinese"
24939,"indian"
39599,"greek"
45838,"mexican"
48875,"indian"
25531,"chinese"
3009,"japanese"
31965,"southern_us"
16901,"greek"
13370,"greek"
2954,"chinese"
40353,"italian"
8207,"indian"
10933,"chinese"
38206,"southern_us"
14110,"japanese"
19128,"italian"
32616,"indian"
27748,"mexican"
31858,"southern_us"
20510,"mexican"
17602,"vietnamese"
35665,"japanese"
46589,"indian"
8178,"mexican"
34880,"greek"
42527,"mexican"
29682,"southern_us"
32166,"indian"
30343,"southern_us"
15385,"cajun_creole"
18372,"chinese"
29211,"mexican"
23269,"filipino"
4561,"indian"
27365,"italian"
49032,"chinese"
22064,"greek"
12060,"greek"
47834,"southern_us"
25815,"southern_us"
34036,"mexican"
19326,"italian"
44078,"thai"
31090,"indian"
17485,"mexican"
708,"southern_us"
5350,"filipino"
29754,"japanese"
18309,"italian"
46871,"indian"
27300,"southern_us"
41890,"mexican"
49548,"southern_us"
11392,"spanish"
1354,"indian"
48819,"southern_us"
19097,"japanese"
42113,"greek"
24060,"indian"
25849,"southern_us"
4543,"southern_us"
25306,"southern_us"
41966,"southern_us"
48719,"southern_us"
48191,"filipino"
8826,"southern_us"
42703,"mexican"
16083,"greek"
26613,"japanese"
28088,"southern_us"
39965,"southern_us"
36239,"greek"
4322,"spanish"
9951,"french"
3045,"southern_us"
28585,"greek"
39841,"italian"
25913,"mexican"
39715,"chinese"
23135,"southern_us"
47022,"indian"
24160,"southern_us"
18619,"italian"
12574,"chinese"
22681,"indian"
33692,"southern_us"
538,"mexican"
22118,"italian"
21890,"greek"
36340,"southern_us"
27973,"japanese"
12870,"mexican"
22564,"greek"
35063,"southern_us"
7000,"japanese"
11318,"japanese"
47001,"italian"
11395,"chinese"
23507,"japanese"
47242,"italian"
48957,"greek"
17721,"greek"
25138,"japanese"
47438,"greek"
47162,"southern_us"
42459,"greek"
6486,"southern_us"
24116,"southern_us"
31596,"chinese"
38887,"filipino"
10665,"greek"
13712,"southern_us"
2633,"chinese"
35784,"southern_us"
45204,"french"
46722,"southern_us"
34949,"southern_us"
35321,"chinese"
46430,"southern_us"
34431,"southern_us"
30890,"southern_us"
42132,"southern_us"
15702,"thai"
47719,"southern_us"
45160,"italian"
20600,"italian"
10800,"greek"
30479,"greek"
9457,"southern_us"
26571,"thai"
42942,"southern_us"
36635,"mexican"
43617,"chinese"
16911,"mexican"
122,"mexican"
22340,"japanese"
37007,"southern_us"
23595,"italian"
25233,"southern_us"
5503,"chinese"
47338,"thai"
44695,"chinese"
7141,"southern_us"
14564,"greek"
19655,"japanese"
35326,"greek"
35922,"southern_us"
28171,"japanese"
1322,"japanese"
14923,"southern_us"
42344,"italian"
16380,"mexican"
15233,"indian"
8338,"filipino"
41014,"japanese"
30440,"mexican"
23043,"chinese"
20788,"southern_us"
14375,"southern_us"
1184,"indian"
34280,"british"
46171,"southern_us"
31834,"indian"
14759,"indian"
15855,"greek"
6662,"italian"
15056,"greek"
34873,"japanese"
20089,"southern_us"
20015,"southern_us"
18402,"italian"
6418,"southern_us"
1454,"chinese"
14070,"chinese"
26424,"japanese"
27349,"japanese"
26459,"filipino"
13151,"southern_us"
12264,"italian"
18366,"italian"
46851,"southern_us"
18954,"italian"
39858,"japanese"
43500,"british"
21656,"greek"
10505,"southern_us"
5313,"indian"
28951,"japanese"
19961,"indian"
1795,"greek"
9917,"southern_us"
26180,"mexican"
9726,"greek"
47689,"southern_us"
7866,"mexican"
41625,"mexican"
35160,"japanese"
4430,"southern_us"
39082,"southern_us"
46186,"indian"
11988,"greek"
24177,"vietnamese"
31849,"greek"
41194,"spanish"
36968,"mexican"
42330,"southern_us"
36791,"filipino"
19704,"greek"
4933,"italian"
4255,"mexican"
37105,"greek"
35848,"southern_us"
17416,"southern_us"
39066,"southern_us"
36270,"southern_us"
24406,"jamaican"
20517,"spanish"
27630,"southern_us"
19670,"southern_us"
4685,"italian"
45260,"southern_us"
378,"chinese"
40841,"southern_us"
27632,"chinese"
12193,"mexican"
38047,"southern_us"
10170,"italian"
25043,"chinese"
23851,"greek"
14743,"filipino"
13294,"southern_us"
26466,"mexican"
32002,"italian"
37526,"southern_us"
8888,"southern_us"
38945,"southern_us"
38546,"greek"
38869,"japanese"
10556,"southern_us"
3296,"italian"
25977,"mexican"
32025,"mexican"
44087,"italian"
32762,"mexican"
824,"southern_us"
44636,"italian"
542,"southern_us"
38218,"french"
41930,"japanese"
1987,"greek"
37378,"southern_us"
8873,"italian"
1513,"southern_us"
44013,"greek"
38042,"southern_us"
11576,"japanese"
24510,"italian"
823,"southern_us"
23443,"southern_us"
34870,"indian"
3846,"southern_us"
14993,"southern_us"
16854,"mexican"
5886,"southern_us"
33793,"southern_us"
2999,"greek"
20843,"italian"
29153,"mexican"
33790,"greek"
16516,"southern_us"
37887,"italian"
18466,"indian"
48033,"spanish"
45404,"greek"
4175,"southern_us"
31986,"italian"
38555,"indian"
26832,"southern_us"
19810,"southern_us"
49086,"spanish"
39579,"southern_us"
25551,"southern_us"
42549,"greek"
22052,"mexican"
45632,"greek"
4143,"mexican"
11310,"greek"
32839,"japanese"
48171,"chinese"
22896,"southern_us"
10878,"greek"
31643,"mexican"
47624,"southern_us"
35141,"southern_us"
13498,"southern_us"
24566,"southern_us"
16533,"southern_us"
15437,"mexican"
19426,"greek"
32416,"indian"
2427,"italian"
9178,"southern_us"
40606,"spanish"
28450,"chinese"
7946,"italian"
21756,"greek"
17843,"japanese"
44066,"italian"
7427,"chinese"
11297,"russian"
42965,"greek"
23067,"italian"
35066,"indian"
27938,"greek"
39075,"greek"
20200,"southern_us"
19823,"italian"
12336,"chinese"
34714,"southern_us"
45388,"italian"
25639,"greek"
33985,"greek"
25524,"indian"
19641,"chinese"
11106,"mexican"
22165,"greek"
35412,"greek"
23475,"chinese"
1570,"spanish"
12815,"southern_us"
37253,"southern_us"
16900,"italian"
7701,"british"
49391,"japanese"
1132,"southern_us"
13051,"southern_us"
2284,"chinese"
21410,"southern_us"
25604,"greek"
45746,"thai"
35911,"southern_us"
26608,"chinese"
16991,"southern_us"
40657,"mexican"
47960,"southern_us"
38408,"southern_us"
1295,"italian"
40139,"japanese"
38538,"southern_us"
26420,"spanish"
10326,"indian"
5181,"mexican"
18210,"southern_us"
3241,"southern_us"
27062,"cajun_creole"
41527,"indian"
45484,"southern_us"
38755,"southern_us"
47246,"greek"
164,"greek"
723,"indian"
299,"japanese"
1519,"southern_us"
34077,"filipino"
45254,"southern_us"
34760,"mexican"
11154,"thai"
26274,"italian"
15081,"greek"
45100,"italian"
1417,"greek"
32083,"southern_us"
29971,"mexican"
17679,"southern_us"
36539,"indian"
34975,"southern_us"
4633,"mexican"
10321,"mexican"
35565,"greek"
26919,"chinese"
9549,"italian"
31863,"southern_us"
22053,"greek"
19443,"greek"
18540,"greek"
23354,"greek"
13859,"southern_us"
23904,"italian"
6675,"italian"
18595,"southern_us"
12967,"italian"
17283,"southern_us"
23211,"mexican"
14358,"japanese"
31398,"indian"
42650,"italian"
25258,"greek"
18457,"vietnamese"
11810,"southern_us"
9499,"southern_us"
11943,"indian"
6810,"chinese"
34323,"southern_us"
23296,"filipino"
45927,"greek"
45196,"southern_us"
19917,"japanese"
20210,"greek"
41629,"chinese"
39907,"italian"
4956,"mexican"
37058,"greek"
20859,"southern_us"
3315,"southern_us"
4401,"spanish"
21361,"spanish"
44164,"italian"
26391,"greek"
47771,"italian"
44140,"greek"
43739,"greek"
12481,"southern_us"
12292,"thai"
15965,"indian"
23409,"filipino"
39005,"indian"
2774,"greek"
14529,"chinese"
16926,"spanish"
26890,"italian"
9663,"italian"
43052,"filipino"
24193,"greek"
5476,"southern_us"
10048,"greek"
1981,"mexican"
12194,"chinese"
22202,"japanese"
7626,"filipino"
37365,"southern_us"
44144,"indian"
37723,"greek"
47194,"southern_us"
30827,"greek"
33108,"indian"
2075,"southern_us"
6326,"italian"
11083,"mexican"
30311,"chinese"
45371,"spanish"
18232,"french"
9768,"chinese"
6648,"southern_us"
35650,"italian"
23013,"italian"
6669,"mexican"
42670,"greek"
18155,"southern_us"
44622,"chinese"
28426,"mexican"
23743,"southern_us"
14176,"japanese"
9576,"italian"
36577,"southern_us"
16671,"italian"
22964,"indian"
16424,"italian"
47225,"southern_us"
17565,"italian"
36401,"filipino"
30314,"spanish"
32982,"japanese"
21866,"french"
1475,"mexican"
13053,"greek"
33983,"greek"
24051,"southern_us"
22800,"jamaican"
16561,"filipino"
2740,"southern_us"
219,"southern_us"
48737,"greek"
2164,"greek"
13579,"greek"
71,"southern_us"
12420,"mexican"
35209,"southern_us"
11472,"southern_us"
43172,"chinese"
24927,"southern_us"
37102,"greek"
10743,"greek"
27874,"southern_us"
9565,"italian"
21419,"italian"
767,"indian"
28308,"italian"
37605,"greek"
9558,"southern_us"
31527,"japanese"
2419,"filipino"
7541,"chinese"
11400,"greek"
23487,"mexican"
8087,"southern_us"
21906,"spanish"
48830,"mexican"
37328,"southern_us"
45490,"italian"
9710,"greek"
16153,"southern_us"
39537,"japanese"
13923,"japanese"
8120,"southern_us"
12923,"southern_us"
1556,"filipino"
6871,"greek"
34201,"indian"
36146,"japanese"
33170,"greek"
20082,"japanese"
26517,"greek"
15214,"southern_us"
34092,"southern_us"
40902,"southern_us"
44452,"moroccan"
2083,"greek"
44897,"southern_us"
17850,"italian"
26693,"greek"
19618,"southern_us"
35589,"indian"
46084,"cajun_creole"
17256,"southern_us"
47570,"japanese"
32796,"southern_us"
27047,"greek"
39487,"greek"
130,"thai"
17627,"southern_us"
29072,"southern_us"
1108,"southern_us"
22666,"southern_us"
41630,"southern_us"
27289,"spanish"
42299,"southern_us"
36078,"greek"
7098,"japanese"
46999,"indian"
28791,"chinese"
39576,"spanish"
2447,"southern_us"
22449,"southern_us"
23828,"southern_us"
5660,"greek"
47460,"italian"
17912,"southern_us"
12288,"southern_us"
44037,"greek"
20875,"spanish"
6500,"filipino"
13813,"mexican"
4907,"greek"
38186,"southern_us"
9816,"southern_us"
8170,"japanese"
21681,"southern_us"
42384,"italian"
35366,"southern_us"
34244,"indian"
35421,"jamaican"
33457,"mexican"
28026,"southern_us"
38122,"greek"
21362,"italian"
42253,"southern_us"
21994,"italian"
34457,"vietnamese"
40229,"mexican"
10181,"southern_us"
38257,"greek"
40992,"southern_us"
15617,"italian"
34754,"thai"
45459,"italian"
31295,"southern_us"
44977,"southern_us"
18322,"chinese"
23257,"southern_us"
10084,"japanese"
16445,"southern_us"
10594,"chinese"
26828,"greek"
47643,"chinese"
49680,"chinese"
27446,"italian"
8731,"greek"
37341,"indian"
42241,"japanese"
13669,"italian"
21403,"greek"
688,"mexican"
23894,"southern_us"
35753,"southern_us"
44692,"greek"
235,"southern_us"
20982,"mexican"
10166,"mexican"
2187,"greek"
5022,"southern_us"
49037,"italian"
44478,"italian"
8912,"greek"
8919,"greek"
23856,"southern_us"
14647,"mexican"
48870,"filipino"
14377,"mexican"
18548,"southern_us"
39591,"southern_us"
46746,"italian"
31926,"greek"
10159,"indian"
11342,"chinese"
32421,"southern_us"
19969,"italian"
3029,"southern_us"
39565,"greek"
7426,"southern_us"
20624,"greek"
4385,"french"
18761,"italian"
46710,"indian"
46241,"southern_us"
14208,"indian"
29323,"southern_us"
40663,"italian"
32391,"southern_us"
9506,"southern_us"
35402,"southern_us"
48796,"italian"
4657,"chinese"
2404,"southern_us"
36923,"southern_us"
41762,"greek"
19344,"chinese"
19876,"italian"
39452,"southern_us"
19209,"southern_us"
35461,"indian"
5784,"southern_us"
40345,"mexican"
24765,"italian"
25563,"southern_us"
40680,"southern_us"
36932,"southern_us"
28106,"mexican"
12717,"mexican"
40100,"greek"
6960,"southern_us"
20724,"indian"
24433,"italian"
32118,"chinese"
22353,"italian"
23040,"southern_us"
46246,"southern_us"
36642,"southern_us"
21579,"southern_us"
24073,"southern_us"
16775,"filipino"
24732,"greek"
24221,"italian"
33300,"indian"
34971,"thai"
19777,"greek"
24337,"southern_us"
24709,"chinese"
28557,"italian"
8963,"indian"
31515,"mexican"
22575,"filipino"
11011,"italian"
42030,"italian"
48012,"chinese"
13623,"filipino"
49552,"spanish"
5702,"chinese"
3847,"greek"
34221,"greek"
4312,"southern_us"
35834,"japanese"
11849,"greek"
38290,"southern_us"
3064,"southern_us"
30099,"greek"
37354,"spanish"
27877,"italian"
45642,"greek"
10629,"southern_us"
17557,"southern_us"
3725,"mexican"
49507,"italian"
5560,"japanese"
42239,"indian"
29559,"chinese"
46028,"greek"
26523,"mexican"
28313,"mexican"
32502,"indian"
43610,"japanese"
35563,"greek"
22160,"japanese"
11258,"mexican"
36220,"southern_us"
15974,"filipino"
30449,"indian"
29676,"indian"
29951,"chinese"
2268,"southern_us"
36813,"italian"
28096,"southern_us"
40471,"italian"
6545,"southern_us"
33598,"greek"
22338,"greek"
41918,"indian"
2133,"italian"
42259,"chinese"
11056,"mexican"
7034,"southern_us"
17040,"greek"
35238,"japanese"
46155,"italian"
23356,"italian"
3909,"southern_us"
22107,"mexican"
1656,"southern_us"
9302,"southern_us"
19473,"greek"
13566,"japanese"
23424,"italian"
4139,"japanese"
15970,"southern_us"
47732,"southern_us"
37251,"greek"
44870,"mexican"
9773,"southern_us"
2131,"southern_us"
6381,"spanish"
9613,"greek"
47364,"chinese"
34376,"italian"
26408,"southern_us"
4763,"southern_us"
18982,"mexican"
2766,"southern_us"
19247,"italian"
13462,"french"
19678,"japanese"
22814,"southern_us"
18582,"chinese"
3124,"filipino"
19347,"greek"
8812,"southern_us"
22037,"jamaican"
15423,"southern_us"
35960,"southern_us"
49336,"japanese"
1255,"mexican"
17646,"greek"
20631,"southern_us"
19492,"southern_us"
22895,"greek"
18607,"greek"
34569,"chinese"
48356,"italian"
12252,"southern_us"
21071,"greek"
22458,"southern_us"
19585,"italian"
15597,"greek"
15038,"southern_us"
20028,"mexican"
29764,"mexican"
17206,"southern_us"
40901,"italian"
37954,"mexican"
16933,"chinese"
42657,"greek"
21846,"chinese"
33834,"southern_us"
25873,"southern_us"
5938,"greek"
34762,"greek"
39835,"southern_us"
5805,"southern_us"
13914,"chinese"
45924,"greek"
41460,"italian"
37287,"southern_us"
25059,"italian"
34872,"mexican"
7524,"chinese"
10427,"japanese"
8014,"southern_us"
14740,"japanese"
24329,"filipino"
38514,"thai"
12665,"chinese"
24655,"italian"
7078,"filipino"
15995,"greek"
15861,"southern_us"
30662,"southern_us"
17836,"japanese"
2078,"southern_us"
3600,"filipino"
46302,"indian"
28375,"southern_us"
34839,"thai"
18345,"southern_us"
23205,"spanish"
34763,"italian"
26692,"southern_us"
10317,"vietnamese"
11767,"greek"
36881,"indian"
33468,"chinese"
20669,"southern_us"
18159,"southern_us"
22891,"filipino"
39588,"greek"
35941,"japanese"
15981,"southern_us"
26013,"chinese"
5076,"chinese"
1573,"italian"
39380,"southern_us"
13845,"southern_us"
35146,"japanese"
32924,"japanese"
9567,"greek"
35203,"southern_us"
39666,"greek"
17786,"vietnamese"
21936,"italian"
8668,"chinese"
41339,"southern_us"
32268,"southern_us"
29706,"southern_us"
42032,"mexican"
8105,"southern_us"
11218,"indian"
7159,"greek"
47817,"southern_us"
1572,"japanese"
38720,"cajun_creole"
14780,"mexican"
31839,"greek"
6501,"mexican"
39533,"southern_us"
22820,"southern_us"
9619,"southern_us"
14025,"japanese"
19697,"greek"
5370,"southern_us"
32639,"japanese"
15249,"southern_us"
47776,"indian"
48134,"brazilian"
24141,"filipino"
4117,"chinese"
20578,"japanese"
47585,"southern_us"
20326,"brazilian"
43932,"southern_us"
29704,"chinese"
12447,"greek"
38117,"chinese"
2684,"greek"
25371,"southern_us"
25518,"greek"
27083,"southern_us"
16073,"indian"
45667,"italian"
44188,"japanese"
44888,"southern_us"
41594,"italian"
1061,"filipino"
6536,"spanish"
31586,"japanese"
9792,"greek"
40395,"chinese"
24861,"greek"
32253,"indian"
31082,"french"
19298,"southern_us"
6600,"japanese"
46939,"southern_us"
6092,"southern_us"
36600,"spanish"
45979,"southern_us"
46910,"southern_us"
14174,"southern_us"
10609,"southern_us"
28647,"greek"
19066,"indian"
16803,"greek"
49114,"greek"
14664,"greek"
39670,"japanese"
4583,"indian"
31121,"italian"
12589,"southern_us"
22551,"japanese"
11817,"southern_us"
22003,"greek"
42091,"french"
45966,"southern_us"
6811,"southern_us"
2711,"italian"
44757,"japanese"
5349,"southern_us"
30294,"filipino"
48944,"southern_us"
44048,"southern_us"
411,"southern_us"
44998,"chinese"
18078,"indian"
48533,"southern_us"
16485,"vietnamese"
32939,"greek"
11808,"southern_us"
23059,"filipino"
16466,"southern_us"
7315,"japanese"
13178,"southern_us"
2751,"indian"
41395,"mexican"
20534,"southern_us"
12111,"british"
38708,"french"
37481,"spanish"
28048,"jamaican"
13123,"southern_us"
2174,"greek"
17190,"southern_us"
25756,"mexican"
38180,"greek"
26892,"greek"
23757,"japanese"
8553,"greek"
36272,"filipino"
35224,"indian"
5203,"southern_us"
23565,"japanese"
31420,"greek"
43491,"chinese"
38773,"southern_us"
15223,"indian"
17763,"japanese"
24528,"italian"
21704,"southern_us"
45329,"italian"
48876,"jamaican"
3741,"southern_us"
47710,"italian"
9182,"indian"
13782,"southern_us"
3369,"korean"
11985,"southern_us"
39817,"southern_us"
26869,"greek"
37461,"indian"
24217,"spanish"
2474,"greek"
